,sytoxG_t0,sytoxG_t2,sytoxG_t4,sytoxG_t6,sytoxG_t8,sytoxG_t10,sytoxG_t12,sytoxG_t14,sytoxG_t16,sytoxG_t18,sytoxG_t20,sytoxG_t22,sytoxG_t24,sytoxG_t26,sytoxG_t28,sytoxG_t30,sytoxG_t32,sytoxG_t34,sytoxG_t36,sytoxG_t38,sytoxG_t40,sytoxG_t42,sytoxG_t44,sytoxG_t46,mean,min,max,AUC_trapezoidal_integration,time_to_max,time_to_min,delta_min_max,delta_start_finish,most_positive_slope,time_to_most_positive_slope,most_negative_slope,time_to_most_negative_slope
Indirubin,74.71974,75.18384,69.15057,62.6532,62.6532,77.50433,84.00169,93.74775,113.2399,127.1628,147.119,187.9596,227.4079,248.2923,271.4972,275.21,277.9946,281.2433,270.1049,255.7179,235.7617,226.0156,218.1259,212.0927,173.939984166667,62.6532,281.2433,8062.3068,34,6,218.5901,137.37296,20.4203,21,-9.9781,39
LDE225..NVP.LDE225.Erismodegib.,95.14005,101.6374,100.2451,89.10677,90.03497,100.2451,113.2399,115.0962,113.704,116.4885,148.5113,191.2083,251.541,293.3098,321.1557,345.2887,350.8579,355.4989,363.8527,366.6372,365.709,359.2117,349.0015,342.0401,226.615074583333,89.10677,366.6372,10440.34343,38,6,277.53043,246.90005,30.16635,23,-5.569165,5
Naringenin,73.79154,82.1453,75.64793,66.36598,71.93516,85.85809,95.14005,104.8861,117.8808,136.9088,173.5726,208.844,245.0436,277.5305,297.9508,298.879,305.3763,302.5917,305.3763,301.6635,291.4534,280.7791,278.4586,280.3151,198.266427083333,66.36598,305.3763,9162.68186,32,6,239.01032,206.52356,18.3319,19,-5.33714999999998,41
RAF265..CHIR.265.,65.43778,74.71974,66.83008,52.44305,42.69699,61.725,75.64793,79.36072,84.92989,91.89136,89.10677,107.2066,135.5166,161.9701,184.7109,206.5235,209.7722,219.9823,211.1645,213.9491,218.59,234.8335,239.4744,245.0436,140.56360875,42.69699,245.0436,6436.57184,46,8,202.34661,179.60582,14.155,23,-7.193515,5
Sophocarpine,74.71974,76.57613,69.15057,65.90189,65.90189,93.74775,111.8476,116.9526,115.5603,122.5218,138.7652,162.4342,201.4184,227.872,244.5795,272.8895,268.2485,280.3151,278.4586,267.3203,254.7897,245.5077,238.0822,229.2643,175.95106125,65.90189,280.3151,8141.6669,34,6,214.41321,154.54456,19.4921,23,-6.26529999999998,39
MLN2238,72.86335,75.18384,71.93516,77.96842,77.50433,95.14005,112.7758,134.5883,164.2906,181.4622,212.5568,220.4464,229.7284,224.6233,223.6951,226.0156,234.3694,228.8002,231.1207,225.5515,224.6233,220.9105,220.9105,225.5515,175.525635416667,71.93516,234.3694,8126.81565,32,4,162.43424,152.68815,15.5473,19,-2.78460000000001,33
Geniposidic.acid,89.57087,89.57087,84.4658,81.68121,77.04023,81.68121,96.99644,99.31693,104.8861,115.0962,135.9807,163.8265,193.5288,222.7669,232.513,247.3641,257.5742,276.6023,273.8177,266.8562,254.3256,249.6846,242.7231,236.6899,173.9399775,77.04023,276.6023,8022.85815,34,8,199.56207,147.11903,14.85115,23,-6.2653,39
GSK461364,96.53233,99.31693,89.57087,74.25565,74.71974,79.36072,99.31693,115.0962,116.9526,115.0962,141.5498,189.3519,254.7897,306.3045,366.6372,395.4113,433.4673,449.7107,479.8771,509.1153,514.6844,525.8228,532.3201,532.3201,274.649182083333,74.25565,532.3201,12554.30831,44,6,458.06445,435.78777,32.7189,23,-7.65761,5
Guanosine,83.0735,85.85809,81.68121,76.11204,63.58139,71.93516,91.42726,103.0297,109.9912,122.0577,133.6602,168.0034,211.6286,247.8282,258.9666,283.5638,298.4149,313.266,320.2274,306.7686,290.0611,276.1382,255.7179,259.8947,188.036952083333,63.58139,320.2274,8682.8055,36,8,256.64601,176.8212,21.8126,23,-10.21015,43
Formestane,61.725,64.97369,63.1173,56.15583,64.50959,100.7092,126.2346,149.4395,155.9368,162.4342,173.5726,192.1365,211.6286,243.6513,236.6899,249.6846,254.7897,260.8229,260.8229,245.0436,239.0103,238.5462,247.3641,238.0822,179.04504625,56.15583,260.8229,8294.35502,34,6,204.66707,176.3572,18.099805,9,-7.88965,37
Benserazide.HCl,97.46053,94.21185,84.92989,75.64793,75.64793,95.14005,108.1348,114.6321,110.9194,128.091,155.0087,200.0261,238.5462,261.287,278.4586,288.2047,289.597,287.2765,277.5305,264.0716,245.9718,219.5182,221.8387,219.0542,184.633553333333,75.64793,289.597,8545.89582999999,32,6,213.94907,121.59367,22.5087,21,-13.2268,41
SB590885,85.85809,91.89136,90.96317,84.00169,71.47105,63.58139,61.26091,63.58139,60.33271,71.00696,90.49906,106.7425,104.422,93.28365,89.57087,71.93516,71.93516,71.93516,75.18384,74.71974,82.1453,83.5376,82.60941,90.96317,80.5596391666667,60.33271,106.7425,3690.04142,22,16,46.40979,5.10508,9.74605,19,-8.817855,29
Domperidone.,76.11204,86.32218,83.0735,77.96842,82.60941,96.06824,122.5218,137.837,143.8703,141.5498,161.506,192.6006,237.154,267.3203,292.8457,297.4867,319.2993,339.2555,352.2502,354.5707,350.8579,342.9683,328.1171,311.8737,216.501612083333,76.11204,354.5707,10004.09164,38,0,278.45866,235.76166,22.2767,23,-8.1217,45
LY2157299,69.15057,71.93516,71.00696,61.26091,58.01222,77.04023,96.99644,102.5656,115.0962,124.3782,144.3344,174.5008,205.1312,234.3694,257.5742,290.0611,299.343,304.4482,312.8019,319.2993,309.5532,317.907,300.7354,283.0996,191.69171625,58.01222,319.2993,8848.95221,38,8,261.28708,213.94903,16.24345,29,-8.81790000000001,45
Itraconazole,60.79681,63.58139,63.58139,63.58139,75.64793,95.60414,100.2451,109.5271,118.3449,148.0472,193.5288,219.9823,244.5795,246.4359,235.2976,219.5182,214.4132,198.6339,187.0314,176.3571,184.2468,195.3852,197.2415,214.4132,159.41758125,60.79681,246.4359,7376.83389,26,0,185.63909,153.61639,22.7408,19,-7.88969999999999,29
AR.42,86.78629,89.57087,82.1453,84.92989,132.2679,209.3081,282.1714,339.7196,381.9525,396.3395,416.2957,441.8211,466.4182,498.9051,532.7842,551.3481,569.912,586.6196,600.0784,610.7527,632.1011,644.1677,662.7316,672.0135,415.46418125,82.1453,672.0135,19183.48091,46,4,589.8682,585.22721,38.5201,9,-3.712785,3
Mycophenolic.acid,66.36598,67.75828,72.39925,68.68647,73.79154,97.46053,127.1628,147.5831,147.5831,170.788,188.8878,210.7004,251.0769,285.8842,310.9455,328.5812,348.5374,350.3938,353.6425,342.9683,330.9017,316.5147,310.4814,301.1995,219.595597916667,66.36598,353.6425,10173.02322,36,0,287.27652,234.83352,20.18825,23,-7.1935,41
BIX.01294,92.81956,96.06824,95.14005,88.64268,93.28365,111.3835,129.4833,139.6934,138.7652,144.3344,153.6164,182.8545,206.0594,228.8002,228.8002,238.0822,261.7511,272.8895,296.0944,310.4814,330.9017,341.576,366.1731,368.9577,204.860490833333,88.64268,368.9577,9371.5263,46,6,280.31502,276.13814,14.61905,21,-3.248685,5
GW0742,57.54812,58.47632,60.33271,57.54812,55.69173,71.47105,88.64268,107.2066,124.8423,155.0087,186.1032,232.9771,276.1382,313.266,355.4989,371.7423,382.4166,375.9192,373.1346,375.4551,375.4551,381.0243,379.632,383.3448,233.28648875,55.69173,383.3448,10756.85854,46,8,327.65307,325.79668,23.43695,21,-3.24870000000001,33
X4.Methylumbelliferone..4.MU.,65.90189,60.79681,56.15583,58.01222,57.08403,81.68121,90.49906,107.6707,111.3835,129.0192,158.2573,197.2415,253.8615,272.4254,302.5917,325.7966,335.5427,340.1837,338.7914,323.9402,310.0173,308.1609,285.4201,276.1382,201.940539583333,56.15583,340.1837,9351.10581000001,34,4,284.02787,210.23631,28.31,23,-11.3704,43
Pancuronium.dibromide,42.69699,53.37124,55.69173,55.22763,53.83534,92.81956,125.3064,152.2241,167.5393,172.6444,201.8825,233.9053,264.0716,290.9893,293.3098,307.6968,330.4376,323.0121,315.5865,291.4534,293.3098,282.1714,263.6075,258.0384,205.03452875,42.69699,330.4376,9540.92199,32,0,287.74061,215.34141,19.49211,9,-12.06655,37
Artesunate,64.97369,70.07877,55.22763,51.05075,45.94568,55.69173,63.1173,59.40451,63.58139,77.96842,91.89136,114.6321,120.2013,138.3011,142.9421,150.3677,139.6934,134.1243,133.6602,151.2959,142.0139,141.5498,134.5883,137.3729,103.319759583333,45.94568,151.2959,4757.00187,38,8,105.35022,72.39921,11.37037,21,-7.42557,3
Scopolamine.HBr,59.86861,61.26091,58.94042,57.54812,60.79681,84.00169,92.81956,112.7758,116.0244,127.1628,165.2188,213.0209,261.287,301.6635,325.3326,338.3273,336.935,340.1837,330.9017,321.1557,315.1224,306.3045,286.3483,279.3869,206.349475833333,57.54812,340.1837,9565.51933000001,34,6,282.63558,219.51829,24.13305,23,-9.97810000000001,43
Caffeic.Acid,51.51485,51.97895,52.44305,45.01748,54.76354,73.79154,95.14005,109.9912,112.3117,116.0244,141.0857,172.1803,198.1698,226.0156,237.154,255.7179,256.182,268.2485,271.4972,257.1102,250.1487,231.5848,223.6951,215.3414,165.296165,45.01748,271.4972,7667.35967,36,6,226.47972,163.82655,15.5473,21,-9.28194999999999,41
Epinephrine.Bitartrate.,78.43253,77.96842,70.07877,59.86861,46.40978,44.55339,54.76354,66.36598,93.74775,98.38873,114.1681,138.7652,158.2573,164.7547,167.5393,167.5393,183.7827,198.6339,208.844,220.9105,231.5848,244.5795,256.6461,259.4307,141.917233333333,44.55339,259.4307,6474.16397,46,10,214.87731,180.99817,13.690885,15,-6.729415,7
Diosmin,51.97895,56.15583,54.76354,51.97895,57.54812,84.92989,109.5271,122.0577,129.9474,141.5498,149.4395,174.0367,207.9158,232.9771,264.0716,265.4639,279.851,272.8895,278.9228,275.6741,257.5742,238.5462,230.6566,223.231,175.48697,51.97895,279.851,8148.16461,32,0,227.87205,171.25205,16.93955,23,-9.51400000000001,41
X7.Aminocephalosporanic.acid,67.75828,69.15057,65.90189,63.58139,67.75828,99.78102,147.119,164.2906,168.0034,171.7162,177.2854,184.2468,207.9158,240.8667,267.7844,289.597,297.4867,296.5585,297.4867,293.7739,278.4586,273.3536,269.6408,264.0716,196.816130416667,63.58139,297.4867,9115.34437999999,32,6,233.90531,196.31332,23.66899,11,-7.65765000000002,39
Glycyrrhizic.Acid,71.00696,72.86335,69.15057,57.54812,65.90189,72.39925,78.43253,86.78629,101.1733,112.7758,130.8756,160.1137,178.6776,216.2696,245.5077,260.3589,292.8457,321.1557,305.8404,284.0278,276.6023,237.154,208.3799,192.6006,170.768648333333,57.54812,321.1557,7933.28756,34,6,263.60758,121.59364,18.796,25,-19.72415,41
Acetanilide,83.5376,85.39399,90.03497,88.17857,86.78629,107.6707,126.6987,140.6216,140.6216,155.4727,169.8598,209.3081,254.3256,269.6408,294.238,307.2327,316.5147,336.4709,331.8299,334.1504,319.2993,304.4482,297.9508,289.597,214.161788333333,83.5376,336.4709,9906.63124,34,0,252.9333,206.0594,22.50875,23,-7.42555000000002,41
Icariin,70.54286,71.00696,64.04549,55.22763,58.94042,69.61466,80.75301,86.32218,98.38873,111.8476,136.4447,165.2188,206.5235,243.1872,266.8562,280.3151,289.1329,286.8124,275.21,270.569,258.5025,245.0436,251.0769,221.3746,173.456539166667,55.22763,289.1329,8033.99642,32,6,233.90527,150.83174,20.65235,23,-14.85115,45
Trospium.chloride.,95.60414,85.39399,80.75301,68.22237,64.04549,79.82481,92.81956,93.74775,104.422,123.45,148.5113,171.7162,206.9876,234.8335,264.9998,285.8842,303.0558,298.4149,297.9508,289.1329,273.8177,261.287,253.3974,250.1487,184.517538333333,64.04549,303.0558,8511.08899999999,32,8,239.01031,154.54456,17.6357,23,-7.6576,39
X....Matrine,105.3502,110.9194,96.53233,80.75301,76.57613,90.96317,110.9194,114.1681,118.809,131.8038,151.76,175.8931,212.0927,238.5462,264.9998,282.6355,295.6303,297.9508,289.1329,272.4254,257.5742,239.9386,225.5515,214.8773,185.658451666667,76.57613,297.9508,8591.37817999999,34,8,221.37467,109.5271,18.0998,23,-8.81780000000001,41
Terbinafine.HCl.,76.11204,72.86335,73.32745,71.93516,72.86335,93.28365,107.2066,118.3449,124.8423,130.8756,152.2241,173.1085,204.203,225.0874,251.541,269.1767,270.1049,270.1049,269.1767,279.3869,264.0716,257.5742,247.8282,239.4744,179.779870833333,71.93516,279.3869,8313.84735999999,38,6,207.45174,163.36236,15.54725,23,-7.65765000000002,39
Nobiletin,80.28892,84.92989,71.00696,65.43778,80.28892,108.1348,116.0244,109.9912,113.2399,112.7758,122.0577,148.5113,179.6058,204.203,239.4744,253.8615,270.1049,280.3151,285.8842,286.8124,290.0611,288.6688,285.8842,283.0996,181.69427375,65.43778,290.0611,8357.93662000001,40,6,224.62332,202.81068,17.6357,27,-6.961465,3
Phenylephrine.HCl,60.33271,59.86861,63.1173,60.79681,59.40451,54.76354,58.47632,64.50959,76.11204,90.03497,112.3117,137.3729,159.1855,174.0367,184.7109,189.816,187.0314,185.175,183.3186,182.3904,180.534,185.175,194.457,207.4517,129.5993,54.76354,207.4517,5952.98199,46,10,152.68816,147.11899,12.5306,21,-2.320485,9
Phloretin,81.68121,84.4658,78.89662,73.79154,80.75301,108.1348,141.0857,153.6164,155.9368,162.8983,183.7827,218.59,256.182,284.956,292.3816,299.343,320.2274,317.4429,320.2274,306.3045,298.4149,279.851,272.4254,267.7844,209.9655575,73.79154,320.2274,9728.88114999999,32,6,246.43586,186.10319,18.796,23,-9.28194999999999,41
Trazodone.HCl.,59.86861,65.90189,63.58139,61.26091,68.22237,76.57613,95.60414,112.3117,109.063,119.2731,149.9036,178.6776,205.1312,238.5462,252.0051,257.5742,269.1767,274.2818,281.7073,275.21,275.6741,268.2485,261.287,249.6846,177.865464166667,59.86861,281.7073,8227.98907,36,0,221.83869,189.81599,16.7075,25,-5.80119999999999,45
Salinomycin,59.40451,60.33271,65.43778,68.22237,90.96317,125.7705,151.2959,171.2521,177.2854,202.3466,243.6513,270.1049,290.5252,320.2274,339.2555,366.6372,384.7371,413.5111,432.075,434.8596,433.4673,438.1083,429.2904,407.0137,265.657293333333,59.40451,438.1083,12285.13187,42,0,378.70379,347.60919,20.65235,19,-11.13835,45
Pramiracetam,88.17857,87.25038,91.89136,82.60941,79.82481,98.85282,123.45,134.5883,137.3729,146.6549,162.4342,198.1698,244.1154,247.8282,263.6075,269.1767,262.2152,254.7897,240.8667,245.5077,239.4744,236.2258,230.6566,238.0822,183.492647916667,79.82481,269.1767,8481.38633,30,8,189.35189,149.90363,22.9728,23,-6.9615,35
Synephrine,83.5376,83.0735,75.18384,63.58139,58.47632,60.79681,69.61466,77.04023,74.71974,87.71448,116.0244,158.2573,211.1645,237.6181,240.8667,246.9,246.9,261.7511,259.4307,252.4692,229.2643,222.3028,217.1978,217.6618,160.48113625,58.47632,261.7511,7401.89514,34,8,203.27478,134.1242,26.4536,23,-11.60245,39
Idebenone,73.32745,79.36072,79.82481,74.71974,80.28892,89.57087,99.78102,101.1733,101.1733,116.4885,159.1855,226.9438,263.1434,283.5638,318.8352,331.8299,321.1557,314.6583,329.5094,319.2993,317.4429,303.5199,297.4867,284.0278,206.929592916667,73.32745,331.8299,9575.26521000001,30,0,258.50245,210.70035,33.87915,21,-6.9615,41
GW9508,81.68121,86.78629,81.68121,77.96842,79.36072,86.32218,112.7758,116.0244,124.3782,132.732,156.401,189.816,226.4797,242.7231,245.9718,256.6461,239.0103,238.0822,245.5077,243.6513,243.1872,237.154,231.1207,227.872,175.138897083333,77.96842,256.6461,8097.11385,30,6,178.67768,146.19079,18.33185,23,-8.81789999999999,31
Tyrphostin.AG.1296,84.4658,87.71448,86.78629,80.75301,90.49906,98.38873,94.21185,104.8861,115.0962,138.3011,161.506,199.0979,237.6181,258.5025,264.5357,275.21,281.2433,277.9946,275.21,280.7791,277.5305,277.5305,260.3589,253.3974,190.06738,80.75301,281.2433,8785.37104,32,6,200.49029,168.9316,19.2601,23,-8.58580000000001,43
Rasagiline.Mesylate,51.05075,54.76354,49.19436,50.12256,61.26091,82.1453,107.2066,121.1295,135.0524,157.7932,203.2748,257.5742,308.1609,341.576,367.1013,369.4218,368.4936,381.9525,371.2782,362.9245,348.5374,331.8299,333.2222,324.4043,230.81128,49.19436,381.9525,10703.48639,34,4,332.75814,273.35355,27.1497,21,-8.35374999999999,41
Vanillylacetone,66.36598,72.39925,73.32745,64.04549,59.86861,80.28892,96.06824,109.5271,118.809,123.9141,158.2573,196.3134,250.6128,287.7406,307.6968,324.8684,328.1171,297.0226,293.3098,287.7406,279.3869,256.182,258.9666,242.7231,193.0646725,59.86861,328.1171,8958.0152,32,8,268.24849,176.35712,27.1497,23,-15.54725,33
Ibutilide.Fumarate,55.69173,54.76354,57.54812,59.40451,68.22237,85.39399,108.1348,116.9526,118.809,123.9141,135.9807,174.5008,212.5568,242.7231,263.1434,264.5357,236.6899,232.513,209.3081,196.7775,196.7775,187.0314,184.7109,179.6058,156.903723333333,54.76354,264.5357,7296.08119,30,2,209.77216,123.91407,19.26005,21,-13.9229,31
Dioscin,110.9194,113.704,104.422,91.42726,90.03497,116.4885,142.9421,175.8931,208.844,239.4744,255.2538,277.0664,294.238,289.1329,276.1382,279.3869,289.597,286.3483,290.9893,301.1995,304.9122,309.5532,327.653,343.4323,229.960447083333,90.03497,343.4323,10583.74976,46,8,253.39733,232.5129,16.4755,13,-6.49737,5
S......Rolipram,69.61466,67.75828,68.68647,56.15583,43.62519,44.08929,51.51485,62.6532,76.11204,84.00169,103.9579,129.0192,163.8265,177.7495,200.0261,211.6286,219.9823,217.6618,222.3028,226.9438,225.0874,215.8055,228.8002,233.9053,141.704516666667,43.62519,233.9053,6498.29684,46,8,190.28011,164.29064,17.40365,23,-6.26532,5
Lappaconite.HBr,85.85809,87.25038,77.50433,69.61466,83.0735,103.0297,125.3064,129.9474,135.0524,136.4447,142.9421,172.1803,195.3852,220.9105,235.7617,249.6846,267.7844,273.3536,275.6741,274.7459,271.4972,270.569,249.6846,242.7231,182.332410833333,69.61466,275.6741,8423.37453,36,6,206.05944,156.86501,14.6191,21,-10.4422,43
Sitafloxacin.Hydrate,75.18384,71.47105,69.15057,73.79154,79.82481,107.2066,119.7372,125.3064,126.2346,132.732,143.8703,183.3186,233.9053,254.3256,282.1714,306.7686,320.6916,313.266,311.8737,310.4814,309.5532,299.8072,274.2818,272.8895,199.910117083333,69.15057,320.6916,9247.61228000001,32,4,251.54103,197.70566,25.29335,23,-12.7627,43
Rheochrysidin,95.60414,126.6987,143.4062,152.6882,170.3239,191.2083,219.9823,240.8667,254.7897,252.4692,252.4692,264.0716,260.8229,255.2538,259.8947,256.182,257.5742,265.4639,269.6408,275.21,283.5638,296.5585,307.6968,332.294,236.8638975,95.60414,332.294,10941.56894,46,0,236.68986,236.68986,15.54728,1,-2.78455,25
PF.4708671,68.22237,71.47105,68.22237,56.61993,53.37124,70.07877,86.78629,90.96317,93.28365,107.2066,121.1295,145.7267,180.0699,214.4132,232.513,252.4692,273.3536,286.3483,290.9893,274.7459,251.541,243.1872,239.4744,226.9438,166.630435,53.37124,290.9893,7703.09471,36,8,237.61806,158.72143,17.17165,25,-11.60245,39
Chrysophanic.Acid,85.85809,85.39399,80.75301,75.64793,85.39399,110.4553,136.4447,155.9368,155.0087,161.9701,180.534,180.9981,182.3904,195.3852,211.1645,238.0822,248.7564,271.0331,286.3483,286.3483,298.4149,304.9122,309.5532,301.1995,192.83262125,75.64793,309.5532,8868.90823,44,6,233.90527,215.34141,13.45885,29,-4.17685,45
MLN9708,76.57613,77.04023,74.25565,74.71974,73.32745,77.04023,81.21711,91.89136,113.2399,125.3064,146.6549,171.2521,188.8878,180.534,188.8878,179.1417,186.1032,180.534,184.7109,179.6058,177.2854,177.7495,176.3571,172.1803,139.770779166667,73.32745,188.8878,6460.24097,24,8,115.56035,95.60417,12.2986,21,-4.87305000000001,29
Astragaloside.A,83.0735,82.60941,83.5376,83.5376,82.60941,104.8861,109.063,105.3502,114.1681,121.1295,138.7652,172.1803,203.2748,229.7284,248.7564,265.928,261.7511,265.4639,265.4639,267.7844,262.6794,258.0384,257.1102,251.541,179.934575833333,82.60941,267.7844,8302.24514000001,38,2,185.17499,168.4675,16.70755,21,-2.78460000000001,45
R406,81.68121,86.78629,85.39399,80.28892,96.99644,142.478,187.4955,234.8335,250.1487,256.182,276.1382,295.1662,334.6145,382.8806,407.9419,409.3342,405.1573,393.0908,378.2397,370.35,354.5707,336.4709,321.1557,307.2327,269.776164583333,80.28892,409.3342,12560.34199,30,6,329.04528,225.55149,24.13305,25,-9.04990000000001,41
Inosine,77.50433,83.0735,77.96842,72.39925,82.1453,107.2066,132.732,144.3344,145.7267,155.0087,160.5778,191.6724,230.1925,239.9386,247.8282,246.9,247.3641,242.7231,246.9,252.4692,245.0436,231.5848,226.9438,223.231,179.6445125,72.39925,252.4692,8322.20127,38,6,180.06995,145.72667,19.26005,23,-6.7294,41
Vinflunine.Tartrate,96.53233,99.31693,102.1015,99.31693,98.38873,98.38873,99.31693,102.1015,111.3835,117.4167,134.5883,143.8703,152.6882,167.0752,171.7162,178.2135,199.0979,221.8387,233.9053,248.2923,258.9666,278.4586,290.9893,304.4482,167.0171825,96.53233,304.4482,7615.84423,46,0,207.91587,207.91587,11.3704,33,-1.392285,5
Bupivacaine.HCl.,75.18384,82.60941,83.0735,78.89662,71.00696,86.32218,102.1015,106.2784,116.9526,138.7652,165.2188,209.7722,252.0051,284.0278,314.6583,331.8299,344.8246,355.4989,354.1066,338.3273,335.0786,310.0173,299.8072,278.9228,213.136900416667,71.00696,355.4989,9876.46458,34,8,284.49194,203.73896,22.2767,21,-12.53065,41
Apatinib,85.39399,90.49906,78.43253,68.68647,60.33271,60.79681,80.28892,96.53233,121.1295,148.9754,176.3571,201.4184,241.7949,260.3589,267.7844,290.5252,299.8072,306.7686,302.1277,295.1662,263.1434,238.5462,213.0209,201.4184,185.3877175,60.33271,306.7686,8611.79805,34,8,246.43589,116.02441,20.18825,23,-16.0114,39
Estriol,55.22763,56.15583,53.83534,52.44305,58.01222,75.18384,96.53233,105.3502,112.3117,123.9141,152.2241,185.6391,235.7617,269.6408,287.2765,286.8124,278.4586,287.2765,297.0226,289.597,302.1277,291.4534,284.956,277.5305,188.1142975,52.44305,302.1277,8696.72815,40,6,249.68465,222.30287,25.0613,23,-5.33715000000001,41
Telatinib,90.96317,95.14005,87.71448,83.0735,82.60941,95.14005,117.4167,129.9474,147.5831,162.8983,183.3186,205.1312,230.6566,271.4972,294.238,287.2765,294.7021,291.9175,279.3869,252.4692,242.259,228.8002,207.9158,193.5288,189.81599,82.60941,294.7021,8826.67555000001,32,8,212.09269,102.56563,20.4203,25,-13.45885,37
Lincomycin.HCl.,74.25565,80.75301,73.79154,63.58139,60.33271,79.82481,96.99644,101.1733,108.1348,122.9859,148.0472,174.0367,207.9158,233.4412,247.8282,260.8229,261.7511,245.5077,244.1154,234.3694,224.6233,221.8387,218.1259,208.844,166.37904375,60.33271,261.7511,7703.09445,32,8,201.41839,134.58835,16.93955,23,-8.1217,33
Abiraterone.Acetate,73.79154,72.39925,69.15057,64.97369,71.47105,86.78629,100.7092,109.063,111.3835,115.5603,142.478,180.534,218.1259,243.6513,252.4692,266.8562,271.4972,270.569,252.9333,252.9333,236.6899,236.6899,219.0542,214.8773,172.276962083333,64.97369,271.4972,7980.62534,32,6,206.52351,141.08576,19.028,21,-8.81785000000001,35
