,confluency_t0,confluency_t2,confluency_t4,confluency_t6,confluency_t8,confluency_t10,confluency_t12,confluency_t14,confluency_t16,confluency_t18,confluency_t20,confluency_t22,confluency_t24,confluency_t26,confluency_t28,confluency_t30,confluency_t32,confluency_t34,confluency_t36,confluency_t38,confluency_t40,confluency_t42,confluency_t44,confluency_t46,mean,min,max,AUC_trapezoidal_integration,time_to_max,time_to_min,delta_min_max,delta_start_finish,most_positive_slope,time_to_most_positive_slope,most_negative_slope,time_to_most_negative_slope
IEM.1754.dihydrobroMide,99.19754,99.55203,99.43689,99.4279,99.39474,99.24707,99.16618,99.10691,99.24277,99.34156,99.72154,99.63769,99.60004,99.82703,99.7737,99.74835,99.7373,99.71747,99.76603,99.68307,99.55535,99.73702,99.47536,99.66041,99.5314145833333,99.10691,99.82703,4578.64995,26,14,0.720119999999994,0.462869999999995,0.189990000000002,19,-0.130830000000003,43
Ampiroxicam,98.52121,98.47051,98.16382,97.70364,97.69768,97.71655,97.60368,97.8735,97.80219,98.22232,98.19186,98.15912,98.69556,98.79752,99.04337,99.16894,99.17004,99.56364,99.53787,99.56758,99.37181,99.43509,99.34612,99.32456,98.6311741666667,97.60368,99.56758,4536.45059,38,12,1.96390000000001,0.803350000000009,0.268219999999999,23,-0.230090000000004,5
PRT062607..P505.15..BIIB057..HCl,98.66068,99.34177,99.19249,99.10311,98.76581,98.97897,98.60355,98.73328,98.51119,98.17521,98.57191,98.16132,97.85331,98.0689,99.06657,99.38632,99.50457,99.35053,99.20561,98.95722,98.97787,99.51577,99.52724,99.56178,98.9072908333333,97.85331,99.56178,4549.3275,46,24,1.70847000000001,0.9011,0.498835,27,-0.205295,21
Scriptaid.,98.66405,98.81837,98.9546,98.79856,99.04321,98.87993,98.39833,98.81223,98.81051,98.68396,98.70426,98.07104,97.84096,97.68671,97.07172,95.48904,94.8722,93.2974,92.21436,90.04916,89.69627,85.80998,84.97549,82.24022,95.2451066666667,82.24022,99.04321,4390.86085,8,46,16.80299,-16.42383,0.206949999999999,13,-1.943145,41
Clorsulon,99.56847,99.748,99.78835,99.74136,99.70801,99.6399,99.50761,99.19574,99.14442,99.35419,99.12168,99.2311,99.13903,99.44884,99.20596,99.31608,99.29977,99.11831,98.89285,98.11422,97.95631,97.39693,97.23861,97.12698,99.0001133333333,97.12698,99.78835,4555.30999,4,46,2.66136999999999,-2.44149,0.154904999999999,25,-0.389314999999996,37
TG100713,98.825,98.65419,98.43211,98.79309,98.20789,98.23855,98.25134,98.47189,98.51506,98.8677,99.21839,99.41926,99.26136,99.39786,99.67637,99.71111,99.69329,99.87026,99.85473,99.86543,99.87222,99.83905,99.68073,99.87959,99.1873529166667,98.20789,99.87959,4562.28835,46,8,1.67169999999999,1.05458999999999,0.180490000000006,5,-0.2926,7
Omecamtiv.mecarbil..CK.1827452.,99.1438,98.89353,98.85167,98.96973,98.58863,97.98339,97.85973,97.45392,96.96687,96.91229,97.08416,97.56252,97.23226,97.53847,98.23317,98.36862,98.15621,98.53917,98.29451,98.60133,98.68617,98.91432,98.56453,98.71614,98.1714641666667,96.91229,99.1438,4514.37034,0,18,2.23151,-0.427660000000003,0.347349999999999,27,-0.302619999999997,9
Acesulfame.Potassium,98.83516,99.01676,98.93511,98.96143,99.12881,99.24728,99.48324,99.65834,99.77778,99.85286,99.72147,99.80824,99.81743,99.40408,99.62476,99.77205,99.59479,99.68812,99.80472,99.75837,99.91724,99.84631,99.95765,99.9495,99.5650625,98.83516,99.95765,4580.33834,44,0,1.12249,1.11434,0.117979999999996,11,-0.206675000000004,25
URB597,97.29504,97.14564,97.14915,96.76337,95.92844,95.04131,94.57738,93.77747,93.85458,94.20763,94.28216,94.57262,95.32403,95.37466,95.97245,96.83216,96.69636,97.17002,97.424,97.24144,97.66537,98.06738,98.02483,97.96922,96.1815295833333,93.77747,98.06738,4421.44916,42,14,4.28991000000001,0.674180000000007,0.429855000000003,29,-0.443565,9
Tyrphostin.9.,98.44592,97.30333,97.33684,96.67135,95.80881,95.15983,94.08536,94.06243,92.59193,92.01003,90.9263,89.97264,89.43965,87.676,87.39445,85.98655,85.33074,85.43807,85.99532,87.82023,90.4608,90.1414,92.56844,91.7289,91.4314716666667,85.33074,98.44592,4198.53582,0,32,13.11518,-6.71702000000001,1.32028500000001,39,-0.881824999999999,25
SNX.2112..PF.04928473.,98.9939,99.1293,99.13295,99.36118,99.19816,99.31048,99.22565,98.94203,98.71883,98.61653,98.69501,98.52474,98.41145,98.13847,98.12894,98.02316,97.51002,97.3646,98.03188,98.18737,98.35093,98.92509,99.16742,99.4753,98.6484745833333,97.3646,99.4753,4536.65758,46,34,2.11070000000001,0.481400000000008,0.333640000000003,35,-0.256570000000004,31
PF.477736,99.2711,99.58285,99.53089,99.44241,99.07451,98.89989,98.81223,98.33263,98.47584,98.35965,98.67718,98.56466,98.77444,98.98858,98.84325,99.07071,98.92434,99.2711,99.27918,99.50078,99.16681,99.26289,99.29093,99.15002,99.02278625,98.33263,99.58285,4554.67262,2,14,1.25022,-0.121080000000006,0.173380000000002,33,-0.239800000000002,13
Clinofibrate,99.27283,99.41208,99.33396,99.14027,98.87531,98.44122,97.98538,97.82693,97.6615,97.86008,98.20064,98.53834,98.58179,98.59023,98.13556,98.67477,97.99686,98.09087,98.06966,98.25436,98.19781,98.14689,98.20242,97.72047,98.3837595833333,97.6615,99.41208,4525.42716,2,16,1.75058,-1.55235999999999,0.269604999999999,29,-0.338954999999999,31
Dapivirine..TMC120.,99.27262,98.9454,98.83275,98.64209,98.00557,98.02898,96.35064,95.57885,95.49803,94.94238,94.4469,93.87959,94.26171,94.55141,95.8765,96.58384,97.48031,97.88474,98.17113,98.20284,98.67725,98.52557,98.80165,98.20237,97.0684633333333,93.87959,99.27262,4461.81125,0,22,5.39303000000001,-1.07025,0.662544999999994,27,-0.839170000000003,11
A922500,99.6725,99.41554,99.14635,99.19505,98.91723,98.219,98.34272,98.22281,97.65286,98.0269,97.90561,98.19897,97.83128,98.58726,98.68182,98.88027,98.72837,99.1107,99.01704,98.66938,99.24719,98.74599,98.54324,98.54021,98.6457620833333,97.65286,99.6725,4536.78387,0,16,2.01964,-1.13229,0.377989999999997,25,-0.349115000000005,9
Salubrinal,98.0258,97.8565,97.61245,97.48356,96.96797,96.28308,95.94261,95.17814,94.70676,94.43012,94.49255,94.23788,94.63368,94.98743,95.2361,95.55232,96.44327,96.44603,96.71722,96.38386,96.18382,95.97064,96.48001,96.42469,96.0281870833333,94.23788,98.0258,4414.90249,0,22,3.78792,-1.60111000000001,0.445475000000002,31,-0.382235000000001,13
NVP.BSK805.2HCl,98.45332,98.86203,99.18772,98.7748,98.52212,98.58221,98.2811,98.46449,98.39397,98.98788,99.09068,99.19319,99.55334,99.66359,99.86778,99.92671,99.8186,99.95599,100,99.94044,99.97775,100,99.98066,100,99.31159875,98.2811,100,4568.50342,36,12,1.7189,1.54667999999999,0.296955000000004,17,-0.20646,5
Clevudine.,99.3658,99.00799,99.14815,98.69819,98.56639,98.45455,98.23717,98.03567,97.68539,98.28393,98.06883,98.54366,98.58152,98.48073,98.77831,99.33051,99.21915,99.15594,99.0397,99.24892,99.34488,99.13828,99.30045,98.9289,98.7767920833333,97.68539,99.3658,4542.99132,0,16,1.68040999999999,-0.436899999999994,0.29927,17,-0.224980000000002,5
GDC.0980..RG7422.,99.32236,98.83344,98.85603,99.01559,99.32256,99.38888,99.48067,99.46243,99.70676,99.50043,99.88416,99.92698,99.96988,99.94348,99.92131,99.92332,99.95489,100,100,100,100,100,99.93581,100,99.6812075,98.83344,100,4585.3756,34,2,1.16656,0.677639999999997,0.191865,19,-0.244460000000004,1
Niflumic.acid,99.39426,99.53621,99.34026,98.92599,98.87225,98.61709,98.40385,98.3028,98.20008,98.20478,98.33374,98.72311,98.60674,98.83938,98.87646,99.2298,98.84152,99.30288,98.9193,98.62373,99.05241,98.44966,98.90231,98.47984,98.79076875,98.20008,99.53621,4544.0828,2,16,1.33613,-0.914420000000007,0.23068,33,-0.301375,41
Geldanamycin,99.59078,99.51998,99.27573,99.41526,99.28174,99.1889,99.09655,99.02934,98.81036,98.81223,98.35902,97.73609,97.22487,96.15487,96.54813,97.13375,97.40439,98.07077,98.81251,99.14137,99.23338,99.22627,99.38287,99.58699,98.5848395833333,96.15487,99.59078,4532.89453,0,26,3.43590999999999,-0.00378999999999508,0.370870000000004,35,-0.534999999999997,25
Linagliptin,98.492,98.52315,97.86816,97.3619,96.83721,96.56705,95.50031,94.69592,94.76189,95.49458,95.64275,95.51323,95.93149,96.28881,96.67205,96.55842,97.40916,97.04803,97.06226,97.37269,97.46132,98.0258,97.11739,97.82188,96.75114375,94.69592,98.52315,4447.74102,2,14,3.82723,-0.670120000000011,0.425370000000001,31,-0.533369999999998,11
PH.797804,99.17357,98.33768,98.03235,97.83916,97.69195,97.62129,98.17784,97.66791,97.7207,98.8451,98.4558,98.30846,98.39896,98.43632,98.45222,99.20321,98.92862,98.32054,99.10318,99.06214,99.56599,99.3254,99.24174,99.22883,98.5474566666667,97.62129,99.56599,4531.87552,40,10,1.9447,0.0552600000000041,0.562200000000004,17,-0.417944999999996,1
Purmorphamine,98.34914,98.46823,98.492,98.45317,98.05419,97.7602,96.78941,96.63371,96.19017,97.01342,96.41667,95.8213,95.34475,95.24162,94.9535,94.47253,94.59514,94.4085,94.41512,93.70343,94.73066,95.0996,94.07243,93.16996,95.9437020833333,93.16996,98.492,4413.7786,4,46,5.32204,-5.17918,0.513615000000001,39,-0.513584999999999,43
PAC.1,99.49242,99.59217,99.71851,99.67665,99.45471,98.93145,98.84159,98.49904,98.77721,98.44026,98.38438,97.8815,97.85001,97.43506,97.27853,97.46138,97.66653,97.57363,97.79999,97.70045,97.86416,98.15932,98.16299,98.21804,98.3691658333333,97.27853,99.71851,4524.0095,4,28,2.43997999999999,-1.27437999999999,0.147579999999998,41,-0.261630000000004,9
Azelnidipine,99.46542,99.62457,99.49159,99.03342,99.06145,98.91799,98.79724,98.41829,98.56577,98.77231,99.12328,99.0533,99.05517,99.04688,98.97759,99.01531,99.04302,99.05689,99.1648,99.33755,99.17081,99.16473,99.15291,99.15989,99.0695908333333,98.41829,99.62457,4556.71505,2,14,1.20628000000001,-0.30552999999999,0.175484999999995,19,-0.229084999999998,5
Tariquidar,99.07886,99.46783,99.47723,99.58817,99.4831,99.27131,99.30315,99.01489,98.89063,99.0457,99.35744,99.38059,99.15037,99.61005,99.27103,99.49139,99.33106,99.39606,99.589,99.23015,99.41105,99.65807,99.188,99.39213,99.3365525,98.89063,99.65807,4569.68353,42,16,0.767439999999993,0.313269999999989,0.229840000000003,25,-0.235034999999996,43
UPF.1069,98.76381,99.67783,99.47653,99.54015,99.56184,99.36808,99.65868,99.40767,99.67458,99.64259,99.49353,99.67084,99.50023,99.36144,99.23158,99.0924,98.93905,98.49496,98.00369,97.31984,97.39486,96.86939,95.76584,95.0835,98.7080379166667,95.0835,99.67783,4544.13851,2,46,4.59433,-3.68031000000001,0.457009999999997,1,-0.551774999999999,43
Anacetrapib..MK.0859.,99.64052,99.67146,99.68066,99.65704,99.40408,99.12493,98.73921,98.51361,98.05716,97.89483,97.75682,97.98663,97.25601,97.40025,97.11179,96.69395,96.71647,96.63502,96.10252,95.34904,95.0967,94.81363,93.82363,93.15317,97.34496375,93.15317,99.68066,4479.76457,4,46,6.52749,-6.48734999999999,0.114905,21,-0.495000000000005,43
Ambroxol.HCl,99.40041,99.56329,99.69136,99.39703,99.04758,98.86727,98.70529,98.42643,98.25008,98.46339,98.87944,98.71981,99.2034,98.98624,99.38515,99.31013,99.46368,99.54292,99.6379,99.71644,99.48283,99.59969,99.37879,99.57567,99.1955925,98.25008,99.71644,4562.41236,38,16,1.46636000000001,0.175260000000009,0.241795000000003,23,-0.174725000000002,7
Canagliflozin,98.15125,98.07367,97.88413,97.22859,96.92854,96.12613,95.96332,95.02403,94.48869,94.19112,93.91148,93.97215,94.04031,94.32104,94.52462,94.89776,95.24879,95.83104,96.12427,95.18195,95.82607,95.41003,96.02957,96.20171,95.6491775,93.91148,98.15125,4396.80756,0,20,4.23977000000001,-1.94954,0.32206,39,-0.471159999999998,37
Atovaquone,99.03244,99.15727,98.89381,98.59119,98.1643,97.77464,96.98241,97.13333,96.88874,97.07186,97.4075,97.55022,97.74763,97.9007,98.04832,98.22419,98.51969,98.18309,98.47439,98.11816,98.45187,98.42795,98.53875,98.26508,98.0644804166667,96.88874,99.15727,4509.79754,2,16,2.26853,-0.767359999999996,0.167819999999999,19,-0.396115000000002,11
Dalcetrapib..JTT.705..RO4607381.,99.27642,99.21156,99.26937,98.94106,98.75054,98.09951,97.59435,97.49709,97.23667,97.45185,97.90131,98.0106,98.44392,98.75793,98.8704,99.17999,99.46521,99.44511,99.76527,99.67284,99.81265,99.64722,99.79387,99.73523,98.82624875,97.23667,99.81265,4544.64829,40,16,2.57598,0.45881,0.224730000000001,19,-0.325515000000003,9
Pyridoxine.HCl.,98.73688,98.55243,98.5154,98.04237,97.78977,96.84509,96.50032,96.0266,96.31174,96.35236,96.256,96.94669,96.94041,97.32005,97.40177,97.23198,97.34857,97.37219,98.1627,97.47346,97.88461,97.55194,98.104,97.69279,97.390005,96.0266,98.73688,4478.29057,0,14,2.71028,-1.04409,0.395254999999999,35,-0.472340000000003,9
I.BET151..GSK1210151A.,99.33002,99.29956,99.23553,99.27642,99.31297,98.97566,99.23388,99.16328,99.32436,99.38799,99.33273,99.25217,99.19125,99.35296,99.54906,99.67886,99.66566,99.64031,99.79338,99.70973,99.77811,99.8519,99.75133,99.7188,99.4502466666667,98.97566,99.8519,4574.56302,42,10,0.876239999999996,0.388779999999997,0.129109999999997,11,-0.168655000000001,9
Sulfamethazine,99.03748,99.15173,99.07237,99.10587,98.85071,98.25445,98.19028,97.84814,97.85642,97.98235,98.34886,98.10828,98.61791,98.78156,99.03086,99.21543,99.40255,99.40801,99.39807,99.366,99.5173,99.43516,99.43212,99.23228,98.8601745833333,97.84814,99.5173,4547.01862,40,14,1.66916000000001,0.194800000000001,0.254815000000001,23,-0.29813,9
Tofacitinib..CP.690550.Tasocitinib.,99.43502,99.55383,99.34011,99.04385,98.81437,98.45897,98.2827,98.12015,98.45552,98.4406,99.03818,98.83144,98.79157,99.24853,99.13426,99.43993,99.55846,99.51128,99.26641,99.72106,99.43895,99.54353,99.61414,99.68977,99.11552625,98.12015,99.72106,4558.42047,38,14,1.60091,0.254750000000001,0.298789999999997,19,-0.177700000000002,9
Estradiol.valerate,99.18655,99.18137,98.94637,98.99866,99.05759,98.37382,98.08148,98.37421,98.12424,98.56038,98.75159,98.92626,99.01255,98.93649,99.25577,99.20238,99.39967,99.24375,99.44621,99.57642,99.45953,99.70103,99.30267,99.56274,99.0275720833333,98.08148,99.70103,4554.57417,42,12,1.61955,0.376190000000008,0.218069999999997,17,-0.341885000000005,9
Galeterone,99.60426,99.55591,99.68998,99.29147,99.32423,99.10497,98.77341,98.57503,98.62724,98.30901,99.0285,99.16003,99.51868,99.46451,99.82778,99.78662,99.81087,99.981,99.88395,99.87959,99.91013,99.87835,99.98135,99.91123,99.4532541666667,98.30901,99.98135,4574.24071,44,18,1.67234000000001,0.306970000000007,0.359744999999997,19,-0.199255000000001,5
Benztropine.mesylate,99.71899,99.75622,99.46182,99.0982,99.00198,98.59415,98.18356,98.1404,97.94291,97.92791,98.20913,98.38002,98.58925,98.60411,98.87059,99.22771,98.96171,99.43819,99.34412,99.50589,99.46839,99.4954,99.32643,99.44021,98.94530375,97.92791,99.75622,4550.21538,2,18,1.82831,-0.278780000000012,0.238240000000005,33,-0.205295,11
AT101,99.53076,99.4123,99.63126,99.53629,99.24168,99.06139,99.02831,98.28601,98.24899,98.47727,98.47382,98.47666,99.06636,99.08467,99.03079,99.24001,99.1652,99.05233,98.93049,99.07755,99.03493,99.11009,99.04287,99.29169,99.022155,98.24899,99.63126,4554.24099,4,16,1.38226999999999,-0.239069999999998,0.294850000000004,23,-0.37115,13
Carbenicillin.disodium,98.61855,98.6794,98.48093,98.15158,97.50912,97.53723,97.41557,96.99084,97.18991,97.87445,98.04016,98.43542,99.00095,99.16403,99.25639,99.41451,99.614,99.86702,99.6725,99.77916,99.81445,99.70788,99.8532,99.70739,98.74061,96.99084,99.86702,4541.22334,34,14,2.87617999999999,1.08884,0.342269999999999,17,-0.32123,7
RG108,99.32719,99.51238,99.43681,99.4313,99.24354,98.4826,97.80185,98.27502,98.37242,98.34328,98.67084,99.21722,98.26585,98.62476,98.93927,98.81548,98.68747,98.8194,98.58884,98.46996,98.61356,98.42739,98.36469,98.41049,98.71423375,97.80185,99.51238,4540.54554,2,12,1.71052999999999,-0.916700000000006,0.27319,21,-0.475684999999999,23
N6.methyladenosine..m6A.,99.09759,98.89056,98.71532,98.47196,98.45566,97.86609,97.45973,97.23225,97.64194,98.55098,97.82458,96.90166,97.99934,98.15485,97.97773,98.21493,98.06095,98.54518,98.44972,98.6997,98.47914,98.58698,98.17805,98.11684,98.19048875,96.90166,99.09759,4515.92903,0,22,2.19592999999999,-0.98075,0.548839999999998,23,-0.461459999999995,21
Epiandrosterone,99.50251,99.25854,99.46694,98.98921,98.67753,98.88255,97.88543,97.85007,97.28807,97.59608,98.23745,98.11594,98.40813,98.77092,99.00398,99.35131,99.52966,99.33195,99.59763,99.40967,99.46479,99.54749,99.43453,99.43834,98.8766133333333,97.28807,99.59763,4547.13659,36,16,2.30955999999999,-0.0641700000000043,0.320684999999997,19,-0.498559999999998,11
Meptazinol.HCl,97.71993,98.12333,98.4576,98.73811,98.49005,98.38368,98.12976,98.16656,98.35654,98.65314,99.06858,98.92808,98.99749,99.4342,99.46389,99.03984,99.53345,99.29231,99.43551,99.88581,99.41976,99.75346,99.64571,99.41222,98.93870875,97.71993,99.88581,4551.92587,38,0,2.16588,1.69229,0.246805000000002,31,-0.233025000000005,39
Carfilzomib..PR.171.,99.10131,99.49726,99.62754,99.31925,99.06712,98.64838,98.14233,97.93703,97.05301,97.47559,96.27783,95.92651,96.16938,97.49385,97.52914,98.34272,99.0283,98.94244,99.2586,99.34224,99.56219,99.27946,99.28036,99.43184,98.40557,95.92651,99.62754,4524.93421,4,22,3.70103,0.330529999999996,0.662234999999995,25,-0.598880000000001,19
Sitagliptin.phosphate.monohydrate,98.69225,98.70384,98.68575,98.61288,98.26245,98.1815,98.63615,98.52673,98.2449,98.39805,98.53903,98.17714,98.25645,98.62904,98.56078,98.59138,99.25288,99.15243,98.94216,98.88422,98.93422,99.0683,98.65791,98.05019,98.61002625,98.05019,99.25288,4536.53882,32,46,1.20269,-0.642060000000001,0.330750000000002,31,-0.30386,45
CTEP..RO4956371.,99.13972,99.52392,99.57987,99.61781,99.17446,99.0098,98.55844,98.43922,98.81671,99.14987,98.90881,99.11113,99.32919,99.59141,99.748,99.8979,99.73074,99.95393,99.96787,99.85217,99.79711,99.97783,99.79511,99.94673,99.44240625,98.43922,99.97783,4574.14905,42,14,1.53860999999999,0.807010000000005,0.192100000000003,1,-0.225679999999997,11
Desloratadine,99.28457,99.36366,99.06512,98.78654,98.34168,98.32214,98.51817,98.38341,98.1384,98.4643,98.09399,98.39612,98.76215,98.97096,98.79462,98.67332,99.41146,98.98035,99.02505,99.12714,99.57111,99.35814,99.41196,99.40131,98.86023625,98.09399,99.57111,4546.60546,40,20,1.47712,0.116739999999993,0.369070000000001,31,-0.222430000000003,7
Apremilast..CC.10004.,97.64884,98.27952,97.75523,97.41137,97.04575,96.99581,96.36977,95.84486,96.46834,96.41219,96.15087,97.01066,97.87037,97.71461,98.44827,98.0841,97.94864,98.64285,98.44253,98.70731,98.52984,98.45897,98.24685,98.59995,97.6286458333333,95.84486,98.70731,4489.92621,38,14,2.86245000000001,0.95111,0.429895000000002,21,-0.313020000000002,11
BMS.345541,98.75427,98.60245,98.4187,98.80054,98.96537,98.53143,98.27938,97.56486,96.77545,97.63421,97.27356,97.67532,98.16823,98.43473,99.15623,99.02415,98.55741,97.49108,98.15159,95.952,95.0136,94.58457,94.744,92.71074,97.4693279166667,92.71074,99.15623,4487.06273,28,46,6.44548999999999,-6.04353,0.429379999999995,17,-1.099795,37
Arecoline,99.38584,99.47336,99.38439,99.28291,98.99134,98.42754,98.23172,97.97869,97.92916,97.81671,97.47458,97.3456,96.78416,96.54142,96.37937,95.69178,95.23278,94.48834,94.09911,93.30618,92.71289,93.05882,91.9929,91.72813,96.4057383333333,91.72813,99.47336,4436.36147,2,46,7.74523000000001,-7.65771000000001,0.172964999999998,41,-0.532959999999996,43
T0070907,99.17564,99.37292,99.0743,98.96772,98.3814,98.23724,97.71309,97.70647,97.4736,97.80648,98.21729,98.29397,98.10012,98.67374,98.70786,99.14275,98.96343,99.41865,99.42244,99.43018,99.37382,99.52682,99.57773,99.56889,98.76360625,97.4736,99.57773,4541.90857,44,16,2.10413,0.393249999999995,0.286809999999996,25,-0.29316,7
OSI.027,98.07898,98.35944,98.31122,98.26992,98.16699,98.56557,98.23765,98.2235,98.68637,99.10746,99.15285,99.28526,99.16866,99.17764,99.18386,99.23871,99.28194,99.47211,99.3707,99.44393,99.49284,99.43322,99.65406,99.58546,98.9561808333333,98.07898,99.65406,4552.23224,44,0,1.57508,1.50648,0.231434999999998,15,-0.163959999999996,11
A.205804,97.20808,97.64456,97.41261,97.34872,96.5225,95.84874,95.16315,94.11347,92.72104,92.68899,92.1196,92.49738,93.55892,93.24533,94.95695,94.36292,94.56219,95.39174,95.0489,96.59489,95.16267,96.91997,96.91133,95.65725,95.1525791666667,92.1196,97.64456,4374.45847,2,20,5.52495999999999,-1.55082999999999,0.87865,41,-0.71611,39
BMS.378806.,99.68963,99.54775,99.49463,99.15173,99.17232,98.91626,98.90479,98.77983,98.81479,99.07692,99.19305,99.47536,99.53574,99.60495,99.76479,99.67313,99.87842,99.85625,99.79677,99.85473,99.92194,99.86163,99.91821,99.85728,99.4892041666667,98.77983,99.92194,4575.93489,40,14,1.14211,0.167650000000009,0.141154999999998,21,-0.17145,5
ZM.323881.HCl,98.40503,98.48958,98.479,98.25243,98.11228,98.10288,97.19778,97.01736,96.88556,96.93315,97.31149,97.07676,97.63731,97.37483,98.01883,98.04155,98.32159,98.32925,98.37595,98.26867,98.0184,98.56265,98.4864,98.55824,97.92737375,96.88556,98.56265,4503.55067,42,16,1.67709000000001,0.153210000000001,0.321999999999996,27,-0.452550000000002,11
PF.04929113..SNX.5422.,98.80553,99.30971,99.3522,98.94154,99.12404,98.95266,98.74226,98.53371,98.75366,98.83413,98.67802,98.73645,98.94976,98.53745,98.52612,98.1833,97.38844,97.38423,97.70674,98.12568,98.83855,99.14552,99.19567,98.94727,98.65386,97.38423,99.3522,4537.63248,4,34,1.96796999999999,0.141739999999999,0.356434999999998,39,-0.39743,31
JNJ.7777120,98.49496,98.58152,98.40039,98.05475,97.636,96.79541,96.15481,95.76211,95.61843,95.50424,96.00774,96.20267,96.97771,96.87091,96.79314,96.85496,97.08926,97.0718,96.64526,96.75998,96.3726,96.67052,96.62086,96.66928,96.85872125,95.50424,98.58152,4454.05438,2,18,3.07728,-1.82568000000001,0.387520000000002,23,-0.420294999999996,9
Ciprofibrate,99.10954,99.10269,98.79157,98.83344,98.53116,98.37615,98.22163,97.71074,98.24519,98.23467,98.45131,98.47604,98.95992,98.12009,98.87543,98.59471,98.96026,98.6441,98.63623,98.08507,97.32116,97.95617,98.48785,98.77942,98.4793558333333,97.32116,99.10954,4529.12012,0,40,1.78837999999999,-0.330119999999994,0.377669999999995,27,-0.419914999999996,25
